,0,1
17676,UniRef90_A0A377JZZ2,g__Escherichia.s__Escherichia_coli
17681,UniRef90_A0A376UE61,g__Escherichia.s__Escherichia_coli
17683,UniRef90_A0A376LPN4,g__Escherichia.s__Escherichia_coli
17685,UniRef90_E1IRZ5,g__Escherichia.s__Escherichia_coli
17691,UniRef90_A0A0T5XH58,g__Klebsiella.s__Klebsiella_pneumoniae
17693,UniRef90_A0A0T5XH58,g__Escherichia.s__Escherichia_coli
17695,UniRef90_A0A2X3JXG2,g__Escherichia.s__Escherichia_coli
17697,UniRef90_P0ADN8,g__Klebsiella.s__Klebsiella_pneumoniae
17698,UniRef90_P0ADN8,g__Escherichia.s__Escherichia_coli
17700,UniRef90_A0A0M3EZQ6,g__Klebsiella.s__Klebsiella_pneumoniae
17704,UniRef90_P0ADM2,g__Escherichia.s__Escherichia_coli
17709,UniRef90_W9BMK0,g__Klebsiella.s__Klebsiella_pneumoniae
17712,UniRef90_P64561,g__Klebsiella.s__Klebsiella_pneumoniae
17713,UniRef90_P64561,g__Escherichia.s__Escherichia_coli
17717,UniRef90_A0A377K3I5,g__Escherichia.s__Escherichia_coli
17721,UniRef90_A0A376W673,g__Escherichia.s__Escherichia_coli
17724,UniRef90_H4IH09,g__Escherichia.s__Escherichia_coli
17726,UniRef90_A0A0A0GXN3,g__Escherichia.s__Escherichia_coli
17727,UniRef90_A0A0A0GXN3,g__Klebsiella.s__Klebsiella_pneumoniae
17733,UniRef90_A0A0J8XEZ4,g__Escherichia.s__Escherichia_coli
17736,UniRef90_Q1R218,g__Escherichia.s__Escherichia_coli
17740,UniRef90_V0VTQ5,g__Escherichia.s__Escherichia_coli
17747,UniRef90_A0A376KK13,g__Escherichia.s__Escherichia_coli
17749,UniRef90_V0SZA3,g__Escherichia.s__Escherichia_coli
17751,UniRef90_P0AC93,g__Escherichia.s__Escherichia_coli
17752,UniRef90_P0AC93,g__Klebsiella.s__Klebsiella_pneumoniae
17754,UniRef90_A0A377PMF2,g__Escherichia.s__Escherichia_coli
17756,UniRef90_B5F352,g__Klebsiella.s__Klebsiella_variicola
17757,UniRef90_B5F352,g__Klebsiella.s__Klebsiella_variicola_CAG_634
17758,UniRef90_B5F352,g__Klebsiella.s__Klebsiella_quasipneumoniae
17759,UniRef90_B5F352,g__Escherichia.s__Escherichia_coli
17760,UniRef90_B5F352,g__Klebsiella.s__Klebsiella_pneumoniae
17765,UniRef90_G8LFT9,g__Klebsiella.s__Klebsiella_pneumoniae
17768,UniRef90_A0A0T5XJP2,g__Escherichia.s__Escherichia_coli
17769,UniRef90_A0A0T5XJP2,g__Klebsiella.s__Klebsiella_pneumoniae
17772,UniRef90_A0A376W528,g__Escherichia.s__Escherichia_coli
17779,UniRef90_A0A0H2YWR4,g__Escherichia.s__Escherichia_coli
17781,UniRef90_A0A376WB85,g__Escherichia.s__Escherichia_coli
17783,UniRef90_A0A1J6XN50,g__Enterococcus.s__Enterococcus_faecalis
17785,UniRef90_F4VL56,g__Escherichia.s__Escherichia_coli
17787,UniRef90_A0A2T3SJ90,g__Escherichia.s__Escherichia_coli
17791,UniRef90_A0A2X1LKK5,g__Klebsiella.s__Klebsiella_pneumoniae
17792,UniRef90_A0A2X1LKK5,g__Klebsiella.s__Klebsiella_variicola
17793,UniRef90_A0A2X1LKK5,g__Escherichia.s__Escherichia_coli
17795,UniRef90_A0A1C7ZN48,g__Klebsiella.s__Klebsiella_pneumoniae
17798,UniRef90_A0A376VWE5,g__Escherichia.s__Escherichia_coli
17801,UniRef90_A0A377U7Y5,g__Escherichia.s__Escherichia_coli
17802,UniRef90_A0A377U7Y5,g__Klebsiella.s__Klebsiella_pneumoniae
17804,UniRef90_A0A0J2AUK6,g__Escherichia.s__Escherichia_coli
17805,UniRef90_A0A0J2AUK6,g__Klebsiella.s__Klebsiella_pneumoniae
17809,UniRef90_A0A1Y2Y5I0,g__Escherichia.s__Escherichia_coli
17811,UniRef90_A0A2N5AD11,g__Klebsiella.s__Klebsiella_variicola
17813,UniRef90_A0A0M4MK70,g__Bifidobacterium.s__Bifidobacterium_bifidum
17816,UniRef90_A0A376VSN4,g__Escherichia.s__Escherichia_coli
17818,UniRef90_J7R8N0,g__Escherichia.s__Escherichia_coli
17819,UniRef90_J7R8N0,g__Klebsiella.s__Klebsiella_pneumoniae
17821,UniRef90_P75679,g__Klebsiella.s__Klebsiella_pneumoniae
17822,UniRef90_P75679,g__Klebsiella.s__Klebsiella_variicola
17823,UniRef90_P75679,g__Klebsiella.s__Klebsiella_quasipneumoniae
17825,UniRef90_P75679,g__Escherichia.s__Escherichia_coli
17827,UniRef90_A0A370YPM7,g__Klebsiella.s__Klebsiella_pneumoniae
17831,UniRef90_A0A377K461,g__Escherichia.s__Escherichia_coli
17833,UniRef90_A0A2W6P7F2,g__Escherichia.s__Escherichia_coli
17835,UniRef90_Q707E6,g__Escherichia.s__Escherichia_coli
17841,UniRef90_A0A0T9XL34,g__Klebsiella.s__Klebsiella_pneumoniae
17844,UniRef90_A0A0H2V644,g__Escherichia.s__Escherichia_coli
17846,UniRef90_A0A1M3S201,g__Escherichia.s__Escherichia_coli
17848,UniRef90_A0A148HPA8,g__Escherichia.s__Escherichia_coli
17851,UniRef90_C0X733,g__Enterococcus.s__Enterococcus_faecalis
17853,UniRef90_A0A379X2M7,g__Escherichia.s__Escherichia_coli
17854,UniRef90_A0A379X2M7,g__Klebsiella.s__Klebsiella_pneumoniae
17856,UniRef90_A0A0T5XER6,g__Escherichia.s__Escherichia_coli
17857,UniRef90_A0A0T5XER6,g__Klebsiella.s__Klebsiella_pneumoniae
17862,UniRef90_A0A148HEY2,g__Escherichia.s__Escherichia_coli
17865,UniRef90_P0A6B3,g__Raoultella.s__Raoultella_ornithinolytica
17866,UniRef90_P0A6B3,g__Escherichia.s__Escherichia_coli
17867,UniRef90_P0A6B3,g__Klebsiella.s__Klebsiella_variicola
17868,UniRef90_P0A6B3,g__Klebsiella.s__Klebsiella_quasipneumoniae
17869,UniRef90_P0A6B3,g__Klebsiella.s__Klebsiella_pneumoniae
17870,UniRef90_P0A6B3,g__Klebsiella.s__Klebsiella_variicola_CAG_634
17872,UniRef90_A0A376D2T0,g__Escherichia.s__Escherichia_coli
17874,UniRef90_A0A376J0H5,g__Escherichia.s__Escherichia_coli
17876,UniRef90_A0A376W6J0,g__Escherichia.s__Escherichia_coli
17878,UniRef90_UPI000B7AAED7,g__Escherichia.s__Escherichia_coli
17882,UniRef90_Q0P7K7,g__Klebsiella.s__Klebsiella_pneumoniae
17883,UniRef90_Q0P7K7,g__Escherichia.s__Escherichia_coli
17885,UniRef90_UPI0008FCE8ED,g__Escherichia.s__Escherichia_coli
17889,UniRef90_A0A2I6QJR0,g__Escherichia.s__Escherichia_coli
17893,UniRef90_A7ZTL0,g__Escherichia.s__Escherichia_coli
17895,UniRef90_A0A0T5XN75,g__Klebsiella.s__Klebsiella_pneumoniae
17896,UniRef90_A0A0T5XN75,g__Escherichia.s__Escherichia_coli
17901,UniRef90_A0A0T5XRL2,g__Klebsiella.s__Klebsiella_pneumoniae
17902,UniRef90_A0A0T5XRL2,g__Escherichia.s__Escherichia_coli
17906,UniRef90_P0AE13,g__Klebsiella.s__Klebsiella_pneumoniae
17907,UniRef90_P0AE13,g__Escherichia.s__Escherichia_coli
17914,UniRef90_A0A377KG34,g__Escherichia.s__Escherichia_coli
17918,UniRef90_B7LPE4,g__Escherichia.s__Escherichia_coli
17920,UniRef90_A0A1M2SIH1,g__Escherichia.s__Escherichia_coli
17921,UniRef90_A0A1M2SIH1,g__Klebsiella.s__Klebsiella_variicola_CAG_634
17922,UniRef90_A0A1M2SIH1,g__Klebsiella.s__Klebsiella_variicola
17923,UniRef90_A0A1M2SIH1,g__Klebsiella.s__Klebsiella_pneumoniae
17924,UniRef90_A0A1M2SIH1,g__Raoultella.s__Raoultella_ornithinolytica
17925,UniRef90_A0A1M2SIH1,g__Klebsiella.s__Klebsiella_quasipneumoniae
17928,UniRef90_E2X5U0,g__Escherichia.s__Escherichia_coli
17934,UniRef90_P0A2D4,g__Escherichia.s__Escherichia_coli
17935,UniRef90_P0A2D4,g__Raoultella.s__Raoultella_ornithinolytica
17937,UniRef90_P0A2D4,g__Klebsiella.s__Klebsiella_pneumoniae
17938,UniRef90_P0A2D4,g__Klebsiella.s__Klebsiella_variicola_CAG_634
17939,UniRef90_P0A2D4,g__Klebsiella.s__Klebsiella_quasipneumoniae
17940,UniRef90_P0A2D4,g__Klebsiella.s__Klebsiella_variicola
17946,UniRef90_A0A336QKU6,g__Escherichia.s__Escherichia_coli
17950,UniRef90_A0A336ITY8,g__Klebsiella.s__Klebsiella_pneumoniae
17952,UniRef90_A0A2S5RQZ2,g__Escherichia.s__Escherichia_coli
17954,UniRef90_A0A0E1LD84,g__Escherichia.s__Escherichia_coli
17956,UniRef90_A0A231WIN7,g__Klebsiella.s__Klebsiella_pneumoniae
17958,UniRef90_A0A029II34,g__Escherichia.s__Escherichia_coli
17961,UniRef90_A0A144AAY3,g__Raoultella.s__Raoultella_ornithinolytica
17963,UniRef90_A0A377K058,g__Escherichia.s__Escherichia_coli
17969,UniRef90_A0A0T5XLP4,g__Escherichia.s__Escherichia_coli
17970,UniRef90_A0A0T5XLP4,g__Klebsiella.s__Klebsiella_pneumoniae
17975,UniRef90_Q0SXB2,g__Escherichia.s__Escherichia_coli
17976,UniRef90_Q0SXB2,g__Klebsiella.s__Klebsiella_pneumoniae
17980,UniRef90_A0A377KG19,g__Escherichia.s__Escherichia_coli
17981,UniRef90_A0A377KG19,g__Klebsiella.s__Klebsiella_pneumoniae
17984,UniRef90_A0A377JXI7,g__Escherichia.s__Escherichia_coli
17986,UniRef90_A0A266I4P4,g__Escherichia.s__Escherichia_coli
17990,UniRef90_E1IYY6,g__Escherichia.s__Escherichia_coli
17992,UniRef90_A0A0T5XQ76,g__Klebsiella.s__Klebsiella_pneumoniae
17993,UniRef90_A0A0T5XQ76,g__Escherichia.s__Escherichia_coli
17997,UniRef90_A0A143HV01,g__Klebsiella.s__Klebsiella_pneumoniae
18000,UniRef90_A0A2H3LWT5,g__Escherichia.s__Escherichia_coli
18004,UniRef90_A0A0T5XKZ4,g__Escherichia.s__Escherichia_coli
18006,UniRef90_A0A0T5XKZ4,g__Klebsiella.s__Klebsiella_pneumoniae
18012,UniRef90_V8FIH6,g__Escherichia.s__Escherichia_coli
18014,UniRef90_A0A0H8R7I8,g__Escherichia.s__Escherichia_coli
18016,UniRef90_A0A0H3CIF8,g__Klebsiella.s__Klebsiella_pneumoniae
18020,UniRef90_A0A2G4AD72,g__Escherichia.s__Escherichia_coli
18022,UniRef90_A0A2G4AD72,g__Klebsiella.s__Klebsiella_pneumoniae
18025,UniRef90_A0A0T5XJU0,g__Klebsiella.s__Klebsiella_pneumoniae
18026,UniRef90_A0A0T5XJU0,g__Escherichia.s__Escherichia_coli
18028,UniRef90_A0A377DL89,g__Escherichia.s__Escherichia_coli
18029,UniRef90_A0A377DL89,g__Klebsiella.s__Klebsiella_pneumoniae
18031,UniRef90_A0A1V3W573,g__Escherichia.s__Escherichia_coli
18035,UniRef90_A0A3A6RSJ9,g__Escherichia.s__Escherichia_coli
18038,UniRef90_A0A0T5XHG5,g__Klebsiella.s__Klebsiella_pneumoniae
18039,UniRef90_A0A0T5XHG5,g__Escherichia.s__Escherichia_coli
18041,UniRef90_A0A0A8KQM7,g__Escherichia.s__Escherichia_coli
18042,UniRef90_A0A0A8KQM7,g__Klebsiella.s__Klebsiella_pneumoniae
18044,UniRef90_P0AEQ8,g__Escherichia.s__Escherichia_coli
18045,UniRef90_P0AEQ8,g__Raoultella.s__Raoultella_ornithinolytica
18047,UniRef90_P0AEQ8,g__Klebsiella.s__Klebsiella_quasipneumoniae
18048,UniRef90_P0AEQ8,g__Klebsiella.s__Klebsiella_variicola
18049,UniRef90_P0AEQ8,g__Klebsiella.s__Klebsiella_variicola_CAG_634
18050,UniRef90_P0AEQ8,g__Klebsiella.s__Klebsiella_pneumoniae
18052,UniRef90_A0A2X1MFQ2,g__Klebsiella.s__Klebsiella_pneumoniae
18053,UniRef90_A0A2X1MFQ2,g__Escherichia.s__Escherichia_coli
18060,UniRef90_A0A0I1PHK7,g__Escherichia.s__Escherichia_coli
18064,UniRef90_A0A0D8W0G5,g__Escherichia.s__Escherichia_coli
18066,UniRef90_I0VME8,g__Escherichia.s__Escherichia_coli
18068,UniRef90_A0A377V3C9,g__Klebsiella.s__Klebsiella_pneumoniae
18070,UniRef90_A0A066T248,g__Escherichia.s__Escherichia_coli
18072,UniRef90_A0A0H2V6K5,g__Escherichia.s__Escherichia_coli
18074,UniRef90_A0A376VTY1,g__Escherichia.s__Escherichia_coli
18075,UniRef90_A0A376VTY1,g__Klebsiella.s__Klebsiella_variicola
18077,UniRef90_A7ZS83,g__Raoultella.s__Raoultella_ornithinolytica
18078,UniRef90_A7ZS83,g__Escherichia.s__Escherichia_coli
18079,UniRef90_A7ZS83,g__Klebsiella.s__Klebsiella_quasipneumoniae
18080,UniRef90_A7ZS83,g__Klebsiella.s__Klebsiella_pneumoniae
18081,UniRef90_A7ZS83,g__Klebsiella.s__Klebsiella_variicola
18084,UniRef90_A0A0T5XPN6,g__Klebsiella.s__Klebsiella_pneumoniae
18085,UniRef90_A0A0T5XPN6,g__Escherichia.s__Escherichia_coli
18087,UniRef90_U9Y5G1,g__Escherichia.s__Escherichia_coli
18094,UniRef90_A0A2G8ZMR5,g__Escherichia.s__Escherichia_coli
18096,UniRef90_A0A3A3TVD2,g__Escherichia.s__Escherichia_coli
18097,UniRef90_A0A3A3TVD2,g__Klebsiella.s__Klebsiella_pneumoniae
18100,UniRef90_A0A377C3Z9,g__Escherichia.s__Escherichia_coli
18103,UniRef90_A0A0B7G7L3,g__Klebsiella.s__Klebsiella_variicola
18104,UniRef90_A0A0B7G7L3,g__Klebsiella.s__Klebsiella_pneumoniae
18106,UniRef90_A0A377F5U4,g__Escherichia.s__Escherichia_coli
18108,UniRef90_Q9ZHD0,g__Klebsiella.s__Klebsiella_pneumoniae
18109,UniRef90_Q9ZHD0,g__Klebsiella.s__Klebsiella_variicola
18110,UniRef90_Q9ZHD0,g__Klebsiella.s__Klebsiella_quasipneumoniae
18111,UniRef90_Q9ZHD0,g__Raoultella.s__Raoultella_ornithinolytica
18112,UniRef90_Q9ZHD0,g__Escherichia.s__Escherichia_coli
18114,UniRef90_A0A073HEW5,g__Escherichia.s__Escherichia_coli
18117,UniRef90_F4V7P7,g__Escherichia.s__Escherichia_coli
18119,UniRef90_A0A2G5A3S0,g__Klebsiella.s__Klebsiella_pneumoniae
18123,UniRef90_A0A377BH69,g__Escherichia.s__Escherichia_coli
18125,UniRef90_A7A6Z1,g__Bifidobacterium.s__Bifidobacterium_breve
18126,UniRef90_A7A6Z1,g__Bifidobacterium.s__Bifidobacterium_longum
18131,UniRef90_A0A0A1A998,g__Escherichia.s__Escherichia_coli
18134,UniRef90_A0A376TTD1,g__Escherichia.s__Escherichia_coli
18138,UniRef90_A0A0T5XIM7,g__Escherichia.s__Escherichia_coli
18139,UniRef90_A0A0T5XIM7,g__Klebsiella.s__Klebsiella_pneumoniae
18142,UniRef90_P0AG42,g__Escherichia.s__Escherichia_coli
18143,UniRef90_P0AG42,g__Klebsiella.s__Klebsiella_pneumoniae
18146,UniRef90_A0A0T5XFX0,g__Escherichia.s__Escherichia_coli
18148,UniRef90_A0A0T5XFX0,g__Klebsiella.s__Klebsiella_pneumoniae
18150,UniRef90_A0A266FEY3,g__Escherichia.s__Escherichia_coli
18154,UniRef90_A0A377LCE9,g__Escherichia.s__Escherichia_coli
18157,UniRef90_A0A377LL40,g__Escherichia.s__Escherichia_coli
18159,UniRef90_A7ZHR2,g__Escherichia.s__Escherichia_coli
18160,UniRef90_A7ZHR2,g__Bifidobacterium.s__Bifidobacterium_longum
18161,UniRef90_A7ZHR2,g__Klebsiella.s__Klebsiella_variicola
18162,UniRef90_A7ZHR2,g__Raoultella.s__Raoultella_ornithinolytica
18163,UniRef90_A7ZHR2,g__Klebsiella.s__Klebsiella_pneumoniae
18164,UniRef90_A7ZHR2,g__Klebsiella.s__Klebsiella_quasipneumoniae
18166,UniRef90_P0AB34,g__Escherichia.s__Escherichia_coli
18167,UniRef90_P0AB34,g__Klebsiella.s__Klebsiella_pneumoniae
18169,UniRef90_F4SFV1,g__Escherichia.s__Escherichia_coli
18172,UniRef90_V0UUI4,g__Escherichia.s__Escherichia_coli
18174,UniRef90_A0A0T5XK63,g__Klebsiella.s__Klebsiella_pneumoniae
18175,UniRef90_A0A0T5XK63,g__Escherichia.s__Escherichia_coli
18177,UniRef90_A0A2X1JAR1,g__Escherichia.s__Escherichia_coli
18179,UniRef90_A0A2X1JAR1,g__Klebsiella.s__Klebsiella_pneumoniae
18181,UniRef90_A7ZUI5,g__Escherichia.s__Escherichia_coli
18182,UniRef90_A7ZUI5,g__Klebsiella.s__Klebsiella_variicola_CAG_634
18184,UniRef90_A7ZUI5,g__Klebsiella.s__Klebsiella_quasipneumoniae
18185,UniRef90_A7ZUI5,g__Raoultella.s__Raoultella_ornithinolytica
18186,UniRef90_A7ZUI5,g__Klebsiella.s__Klebsiella_pneumoniae
18188,UniRef90_V0S9E0,g__Escherichia.s__Escherichia_coli
18190,UniRef90_G8LQ31,g__Klebsiella.s__Klebsiella_pneumoniae
18193,UniRef90_A0A376WCN7,g__Escherichia.s__Escherichia_coli
18197,UniRef90_A0A3B7Q1T5,g__Klebsiella.s__Klebsiella_pneumoniae
18200,UniRef90_A0A0T5XKI5,g__Escherichia.s__Escherichia_coli
18201,UniRef90_A0A0T5XKI5,g__Klebsiella.s__Klebsiella_pneumoniae
18213,UniRef90_A0A376MU26,g__Escherichia.s__Escherichia_coli
18215,UniRef90_P0AGM8,g__Klebsiella.s__Klebsiella_quasipneumoniae
18216,UniRef90_P0AGM8,g__Escherichia.s__Escherichia_coli
18217,UniRef90_P0AGM8,g__Raoultella.s__Raoultella_ornithinolytica
18218,UniRef90_P0AGM8,g__Klebsiella.s__Klebsiella_pneumoniae
18219,UniRef90_P0AGM8,g__Klebsiella.s__Klebsiella_variicola_CAG_634
18220,UniRef90_P0AGM8,g__Klebsiella.s__Klebsiella_variicola
18230,UniRef90_A0A376T4K6,g__Escherichia.s__Escherichia_coli
18231,UniRef90_A0A376T4K6,g__Klebsiella.s__Klebsiella_pneumoniae
18233,UniRef90_V2QW94,g__Escherichia.s__Escherichia_coli
18235,UniRef90_A0A379WK64,g__Escherichia.s__Escherichia_coli
18236,UniRef90_A0A379WK64,g__Klebsiella.s__Klebsiella_pneumoniae
18241,UniRef90_A0A376QUK6,g__Escherichia.s__Escherichia_coli
18243,UniRef90_A0A376QUK6,g__Klebsiella.s__Klebsiella_pneumoniae
18248,UniRef90_A0A1D3AGD0,g__Klebsiella.s__Klebsiella_pneumoniae
18250,UniRef90_A0A1L1K166,g__Escherichia.s__Escherichia_coli
18256,UniRef90_E9TH50,g__Escherichia.s__Escherichia_coli
18263,UniRef90_A0A376LEH6,g__Escherichia.s__Escherichia_coli
18265,UniRef90_P37754,g__Escherichia.s__Escherichia_coli
18266,UniRef90_P37754,g__Klebsiella.s__Klebsiella_pneumoniae
18267,UniRef90_P37754,g__Klebsiella.s__Klebsiella_quasipneumoniae
18269,UniRef90_P37754,g__Raoultella.s__Raoultella_ornithinolytica
18270,UniRef90_P37754,g__Klebsiella.s__Klebsiella_variicola_CAG_634
18271,UniRef90_P37754,g__Klebsiella.s__Klebsiella_variicola
18273,UniRef90_D6DRS2,g__Klebsiella.s__Klebsiella_pneumoniae
18278,UniRef90_A0A2H4TYJ2,g__Escherichia.s__Escherichia_coli
18282,UniRef90_B2TVV5,g__Escherichia.s__Escherichia_coli
18284,UniRef90_P11989,g__Escherichia.s__Escherichia_coli
18285,UniRef90_P11989,g__Klebsiella.s__Klebsiella_pneumoniae
18287,UniRef90_A0A0T5XGW0,g__Klebsiella.s__Klebsiella_pneumoniae
18289,UniRef90_A0A0T5XGW0,g__Escherichia.s__Escherichia_coli
18291,UniRef90_P0A9L1,g__Escherichia.s__Escherichia_coli
18292,UniRef90_P0A9L1,g__Raoultella.s__Raoultella_ornithinolytica
18293,UniRef90_P0A9L1,g__Klebsiella.s__Klebsiella_pneumoniae
18294,UniRef90_P0A9L1,g__Klebsiella.s__Klebsiella_quasipneumoniae
18295,UniRef90_P0A9L1,g__Klebsiella.s__Klebsiella_variicola_CAG_634
18301,UniRef90_A0A376LHP4,g__Escherichia.s__Escherichia_coli
18304,UniRef90_Q8FDG5,g__Raoultella.s__Raoultella_ornithinolytica
18305,UniRef90_Q8FDG5,g__Escherichia.s__Escherichia_coli
18306,UniRef90_Q8FDG5,g__Klebsiella.s__Klebsiella_variicola_CAG_634
18307,UniRef90_Q8FDG5,g__Klebsiella.s__Klebsiella_quasipneumoniae
18308,UniRef90_Q8FDG5,g__Klebsiella.s__Klebsiella_variicola
18310,UniRef90_Q8FDG5,g__Klebsiella.s__Klebsiella_pneumoniae
18312,UniRef90_Q1RFI5,g__Escherichia.s__Escherichia_coli
18314,UniRef90_A0A377HHQ8,g__Escherichia.s__Escherichia_coli
18317,UniRef90_A0A1D3AZ87,g__Klebsiella.s__Klebsiella_pneumoniae
18319,UniRef90_A0A192EQ21,g__Escherichia.s__Escherichia_coli
18321,UniRef90_P17430,g__Escherichia.s__Escherichia_coli
18322,UniRef90_P17430,g__Klebsiella.s__Klebsiella_variicola
18323,UniRef90_P17430,g__Raoultella.s__Raoultella_ornithinolytica
18324,UniRef90_P17430,g__Klebsiella.s__Klebsiella_pneumoniae
18326,UniRef90_A0A2V3EJW2,g__Escherichia.s__Escherichia_coli
18328,UniRef90_A0A369FRT9,g__Escherichia.s__Escherichia_coli
18330,UniRef90_C8T5L4,g__Klebsiella.s__Klebsiella_pneumoniae
18332,UniRef90_Q47156,g__Escherichia.s__Escherichia_coli
18338,UniRef90_A0A0P8I8T2,g__Escherichia.s__Escherichia_coli
18342,UniRef90_A0A0T5XI62,g__Raoultella.s__Raoultella_ornithinolytica
18343,UniRef90_A0A0T5XI62,g__Escherichia.s__Escherichia_coli
18344,UniRef90_A0A0T5XI62,g__Klebsiella.s__Klebsiella_quasipneumoniae
18345,UniRef90_A0A0T5XI62,g__Klebsiella.s__Klebsiella_variicola_CAG_634
18346,UniRef90_A0A0T5XI62,g__Klebsiella.s__Klebsiella_pneumoniae
18348,UniRef90_A0A0T5XEY9,g__Escherichia.s__Escherichia_coli
18351,UniRef90_A0A2H9G464,g__Klebsiella.s__Klebsiella_pneumoniae
18352,UniRef90_A0A2H9G464,g__Klebsiella.s__Klebsiella_variicola
18354,UniRef90_P37349,g__Klebsiella.s__Klebsiella_pneumoniae
18355,UniRef90_P37349,g__Escherichia.s__Escherichia_coli
18357,UniRef90_P63179,g__Escherichia.s__Escherichia_coli
18358,UniRef90_P63179,g__Klebsiella.s__Klebsiella_pneumoniae
18359,UniRef90_P63179,g__Klebsiella.s__Klebsiella_quasipneumoniae
18360,UniRef90_P63179,g__Raoultella.s__Raoultella_ornithinolytica
18361,UniRef90_P63179,g__Klebsiella.s__Klebsiella_variicola
18362,UniRef90_P63179,g__Klebsiella.s__Klebsiella_variicola_CAG_634
18367,UniRef90_E2QG14,g__Escherichia.s__Escherichia_coli
18369,UniRef90_A0A0T5XHU0,g__Escherichia.s__Escherichia_coli
18370,UniRef90_A0A0T5XHU0,g__Klebsiella.s__Klebsiella_pneumoniae
18372,UniRef90_A0A376JNJ8,g__Escherichia.s__Escherichia_coli
18375,UniRef90_A0A377KDU9,g__Escherichia.s__Escherichia_coli
18380,UniRef90_A0A0A0FV79,g__Escherichia.s__Escherichia_coli
18382,UniRef90_A0A0H2VAF3,g__Escherichia.s__Escherichia_coli
18386,UniRef90_A0A370ZDV1,g__Klebsiella.s__Klebsiella_pneumoniae
18389,UniRef90_A0A0T5XPR0,g__Escherichia.s__Escherichia_coli
18391,UniRef90_A0A0T5XPR0,g__Klebsiella.s__Klebsiella_pneumoniae
18393,UniRef90_A0A2R9VVL4,g__Escherichia.s__Escherichia_coli
18396,UniRef90_Q8ZNV1,g__Escherichia.s__Escherichia_coli
18397,UniRef90_Q8ZNV1,g__Klebsiella.s__Klebsiella_pneumoniae
18399,UniRef90_A0A166YWF3,g__Escherichia.s__Escherichia_coli
18401,UniRef90_A0A0T5XQC2,g__Escherichia.s__Escherichia_coli
18402,UniRef90_A0A0T5XQC2,g__Klebsiella.s__Klebsiella_pneumoniae
18405,UniRef90_A0A135PTN8,g__Escherichia.s__Escherichia_coli
18409,UniRef90_A0A377K7V6,g__Escherichia.s__Escherichia_coli
18411,UniRef90_A0A246VUY6,g__Escherichia.s__Escherichia_coli
18415,UniRef90_A4WDR5,g__Klebsiella.s__Klebsiella_pneumoniae
18416,UniRef90_A4WDR5,g__Escherichia.s__Escherichia_coli
18419,UniRef90_A0A1Q9KXZ0,g__Escherichia.s__Escherichia_coli
18423,UniRef90_P16685,g__Escherichia.s__Escherichia_coli
18424,UniRef90_P16685,g__Klebsiella.s__Klebsiella_pneumoniae
18432,UniRef90_A0A222ZF15,g__Escherichia.s__Escherichia_coli
18437,UniRef90_A0A0T5XP30,g__Klebsiella.s__Klebsiella_pneumoniae
18438,UniRef90_A0A0T5XP30,g__Escherichia.s__Escherichia_coli
18440,UniRef90_UPI000A214E41,g__Klebsiella.s__Klebsiella_pneumoniae
18442,UniRef90_A0A376LKB9,g__Escherichia.s__Escherichia_coli
18444,UniRef90_P46852,g__Escherichia.s__Escherichia_coli
18445,UniRef90_P46852,g__Raoultella.s__Raoultella_ornithinolytica
18446,UniRef90_P46852,g__Klebsiella.s__Klebsiella_pneumoniae
18447,UniRef90_P46852,g__Klebsiella.s__Klebsiella_variicola
18448,UniRef90_P46852,g__Klebsiella.s__Klebsiella_quasipneumoniae
18450,UniRef90_A0A0Q3ALT2,g__Klebsiella.s__Klebsiella_pneumoniae
18451,UniRef90_A0A0Q3ALT2,g__Escherichia.s__Escherichia_coli
18463,UniRef90_A0A0T5XNU7,g__Escherichia.s__Escherichia_coli
18464,UniRef90_A0A0T5XNU7,g__Klebsiella.s__Klebsiella_pneumoniae
18466,UniRef90_Q32JT8,g__Klebsiella.s__Klebsiella_variicola
18467,UniRef90_Q32JT8,g__Escherichia.s__Escherichia_coli
18468,UniRef90_Q32JT8,g__Klebsiella.s__Klebsiella_variicola_CAG_634
18469,UniRef90_Q32JT8,g__Klebsiella.s__Klebsiella_pneumoniae
18470,UniRef90_Q32JT8,g__Raoultella.s__Raoultella_ornithinolytica
18477,UniRef90_A0A0T5XE14,g__Klebsiella.s__Klebsiella_pneumoniae
18478,UniRef90_A0A0T5XE14,g__Escherichia.s__Escherichia_coli
18482,UniRef90_A0A376W7C8,g__Escherichia.s__Escherichia_coli
18484,UniRef90_A0A1S8ZLT5,g__Escherichia.s__Escherichia_coli
18486,UniRef90_A0A376WB76,g__Escherichia.s__Escherichia_coli
18488,UniRef90_P0A980,g__Escherichia.s__Escherichia_coli
18490,UniRef90_A0A0E0V5G9,g__Escherichia.s__Escherichia_coli
18494,UniRef90_A0A1W5T7K9,g__Escherichia.s__Escherichia_coli
18497,UniRef90_P0AFN8,g__Raoultella.s__Raoultella_ornithinolytica
18498,UniRef90_P0AFN8,g__Klebsiella.s__Klebsiella_pneumoniae
18499,UniRef90_P0AFN8,g__Escherichia.s__Escherichia_coli
18501,UniRef90_E2QHY7,g__Escherichia.s__Escherichia_coli
18503,UniRef90_UPI0007DC3332,g__Escherichia.s__Escherichia_coli
18505,UniRef90_A0A376WD07,g__Escherichia.s__Escherichia_coli
18508,UniRef90_A0A0A6ZY04,g__Escherichia.s__Escherichia_coli
